drug 	 gene
DB00217	ADRB2
DB00217	ADRB3
DB00218	gyrA
DB00218	parC
DB00218	TOP2A
DB00218	PON1
DB00219	CHRM1
DB00220	HIV-1 protease
DB00221	ADRB1
DB00221	ADRB2
DB00222	KCNJ11
DB00222	KCNJ1
DB00222	ABCC8
DB00223	NR3C1
DB00224	pol
DB00226	SLC6A2
DB00227	HMGCR
DB00227	ITGAL
DB00227	HDAC2
DB00228	GABRA1
DB00228	GABRA2
DB00228	GABRA3
DB00228	GABRA4
DB00228	GABRA5
DB00228	GABRA6
DB00228	GABRB1
DB00228	GABRB2
DB00228	GABRB3
DB00228	GABRD
DB00228	GABRE
DB00228	GABRG1
DB00228	GABRG2
DB00228	GABRG3
DB00228	GABRP
DB00228	GABRQ
DB00228	CACNG1
DB00228	CACNG2
DB00228	CACNG3
DB00228	CACNG4
DB00228	CACNG5
DB00228	CACNG6
DB00228	CACNG7
DB00228	CACNG8
DB00228	CACNA2D1
DB00228	CACNA2D2
DB00228	CACNA2D3
DB00228	CACNA2D4
DB00228	CACNA1C
DB00228	CACNA1D
DB00228	CACNA1F
DB00228	CACNA1S
DB00228	CACNB1
DB00228	CACNB2
DB00228	CACNB3
DB00228	CACNB4
DB00228	CACNA1B
DB00228	CACNA1A
DB00228	CACNA1E
DB00228	CACNA1G
DB00228	CACNA1H
DB00228	CACNA1I
DB00228	GLRA1
DB00228	KCNA1
DB00228	KCNA10
DB00228	KCNA2
DB00228	KCNA3
DB00228	KCNA4
DB00228	KCNA5
DB00228	KCNA6
DB00228	KCNB1
DB00228	KCNB2
DB00228	KCNC1
DB00228	KCNC2
DB00228	KCNC3
DB00228	KCNC4
DB00228	KCND1
DB00228	KCND2
DB00228	KCND3
DB00228	KCNE1
DB00228	KCNE2
DB00228	KCNE3
DB00228	KCNE4
DB00228	KCNE5
DB00228	KCNF1
DB00228	KCNG1
DB00228	KCNG2
DB00228	KCNG3
DB00228	KCNG4
DB00228	KCNH1
DB00228	KCNH2
DB00228	KCNH3
DB00228	KCNH4
DB00228	KCNH5
DB00228	KCNH6
DB00228	KCNH7
DB00228	KCNH8
DB00228	KCNQ1
DB00228	KCNQ2
DB00228	KCNQ3
DB00228	KCNQ4
DB00228	KCNQ5
DB00228	KCNS1
DB00228	KCNS3
DB00228	KCNV1
DB00228	KCNV2
DB00228	KCNAB1
DB00228	KCNAB2
DB00228	ATP2C1
DB00228	GRIN1
DB00228	GRIN2A
DB00228	GRIN2B
DB00228	GRIN2C
DB00228	GRIN2D
DB00228	GRIN3A
DB00228	GRIN3B
DB00228	ATP2A1
DB00229	pbpA
DB00230	CACNA2D1
DB00231	GABRA1
DB00231	GABRA2
DB00231	GABRA3
DB00231	GABRA4
DB00231	GABRA5
DB00231	GABRA6
DB00231	GABRB1
DB00231	GABRB2
DB00231	GABRB3
DB00231	GABRD
DB00231	GABRE
DB00231	GABRG1
DB00231	GABRG2
DB00231	GABRG3
DB00231	GABRP
DB00231	GABRQ
DB00231	GABRA1
DB00231	GABRA2
DB00231	GABRA3
DB00231	GABRA5
DB00231	GABRG1
DB00231	GABRG2
DB00231	GABRG3
DB00232	SLC12A1
DB00232	CA1
DB00232	CA2
DB00232	CA4
DB00233	PTGS2
DB00233	CHUK
DB00233	ALOX5
DB00233	PLA2G2E
DB00234	SLC6A2
DB00235	PDE3A
DB00237	GABRA1
DB00237	GABRA2
DB00237	GABRA3
DB00237	GABRA4
DB00237	GABRA5
DB00237	GABRA6
DB00237	GABRB1
DB00237	GABRB2
DB00237	GABRB3
DB00237	GABRD
DB00237	GABRE
DB00237	GABRG1
DB00237	GABRG2
DB00237	GABRG3
DB00237	GABRP
DB00237	GABRQ
DB00237	CHRNA10
DB00237	CHRNA2
DB00237	CHRNA3
DB00237	CHRNA4
DB00237	CHRNA5
DB00237	CHRNA6
DB00237	CHRNA7
DB00237	CHRNA9
DB00237	CHRNB2
DB00237	CHRNB3
DB00237	CHRNB4
DB00237	GRIA1
DB00237	GRIA2
DB00237	GRIA3
DB00237	GRIA4
DB00237	GRIK1
DB00237	GRIK2
DB00237	GRIK3
DB00237	GRIK4
DB00237	GRIK5
DB00238	pol
DB00239	ERG11
DB00239	ERG7
DB00239	NR1I2
DB00240	NR3C1
DB00241	GABRA2
DB00241	GABRA3
DB00241	GABRA4
DB00241	GABRA5
DB00241	GABRA6
DB00241	GABRA1
DB00241	GABRA2
DB00241	GABRA3
DB00241	GABRA4
DB00241	GABRA5
DB00241	GABRA6
DB00241	GABRB1
DB00241	GABRB2
DB00241	GABRB3
DB00241	GABRD
DB00241	GABRE
DB00241	GABRG1
DB00241	GABRG2
DB00241	GABRG3
DB00241	GABRP
DB00241	GABRQ
DB00241	GABRA1
DB00241	CHRNA4
DB00241	CHRNA7
DB00241	GRIA2
DB00241	GRIK2
DB00242	RRM1
DB00242	RRM2
DB00242	RRM2B
DB00242	POLA1
DB00242	POLE
DB00242	POLE2
DB00242	POLE3
DB00242	POLE4
DB00242	PNP
DB00243	SCN1A
DB00243	SCN10A
DB00243	SCN11A
DB00243	SCN2A
DB00243	SCN3A
DB00243	SCN4A
DB00243	SCN5A
DB00243	SCN7A
DB00243	SCN8A
DB00243	SCN9A
DB00243	SCN1B
DB00243	SCN2B
DB00243	SCN3B
DB00243	SCN4B
DB00243	KCNJ12
DB00243	KCNJ14
DB00243	KCNJ2
DB00243	KCNJ4
DB00243	CACNA1C
DB00243	CACNA1D
DB00243	CACNA1F
DB00243	CACNA1S
DB00243	CACNB1
DB00243	CACNB2
DB00243	CACNB3
DB00243	CACNB4
DB00243	ADRA1A
DB00243	ADRA1B
DB00243	ADRA1D
DB00243	ADRB1
DB00244	PTGS2
DB00244	PTGS1
DB00244	ALOX5
DB00244	PPARG
DB00244	CHUK
DB00244	IKBKB
DB00244	NOS2
DB00245	CHRM1
DB00245	SLC6A3
DB00245	HRH1
DB00245	SLC6A4
DB00245	SLC6A2
DB00246	DRD2
DB00246	HTR2A
DB00246	HTR1A
DB00246	HTR1D
DB00246	HTR2C
DB00246	DRD1
DB00246	DRD5
DB00246	DRD3
DB00246	DRD4
DB00246	HTR1B
DB00246	HTR1E
DB00246	HTR6
DB00246	HTR7
DB00246	HRH1
DB00246	ADRA1A
DB00246	ADRA1B
DB00246	ADRA2A
DB00246	ADRA2B
DB00246	ADRA2C
DB00246	CHRM1
DB00246	CHRM2
DB00246	CHRM3
DB00246	CHRM4
DB00246	CHRM5
DB00246	HTR3A
DB00246	HTR3B
DB00246	HTR3C
DB00246	HTR3D
DB00246	HTR3E
DB00246	HTR5A
DB00247	HTR2B
DB00247	HTR2C
DB00247	HTR2A
DB00247	HTR1A
DB00247	HTR7
DB00247	HTR1B
DB00247	HTR1F
DB00247	HTR1E
DB00248	DRD2
DB00248	HTR2B
DB00248	DRD3
DB00248	HTR2A
DB00248	ADRA2B
DB00248	HTR1D
DB00248	DRD4
DB00248	ADRA2A
DB00248	HTR1A
DB00248	ADRA2C
DB00248	DRD5
DB00248	DRD1
DB00248	HTR1B
DB00248	HTR2C
DB00248	HTR7
DB00248	ADRA1A
DB00248	ADRA1B
DB00248	ADRA1D
DB00248	ADRB1
DB00248	ADRB2
DB00248	DRD1
DB00248	DRD5
DB00249	TK
DB00250	folP2
DB00250	folP1
DB00251	ERG11
DB00252	SCN5A
DB00252	SCN1A
DB00252	KCNH2
DB00252	CACNA1C
DB00252	CACNA1D
DB00252	CACNA1F
DB00252	CACNA1S
DB00252	CACNB1
DB00252	CACNB2
DB00252	CACNB3
DB00252	CACNB4
DB00252	CACNA1A
DB00252	SCN2A
DB00252	SCN8A
DB00252	NR1I2
DB00252	SCN1B
DB00252	SCN3A
DB00252	GABRA1
DB00252	GABRA2
DB00252	GABRA3
DB00252	GABRA4
DB00252	GABRA5
DB00252	GABRA6
DB00252	GABRB1
DB00252	GABRB2
DB00252	GABRB3
DB00252	GABRD
DB00252	GABRE
DB00252	GABRG1
DB00252	GABRG2
DB00252	GABRG3
DB00252	GABRP
DB00252	GABRQ
DB00253	NR3C1
DB00255	ESR2
DB00255	ESR1
DB00255	ESRRG
DB00255	ESRRA
DB00255	ESRRB
DB00255	NCOA2
DB00255	NR1I2
DB00255	AR
DB00255	SHBG
DB00256	rpsD
DB00257	ERG11
DB00257	KCNN4
DB00257	NR1I2
DB00257	HCAR2
DB00259	folP
DB00260	ddlA
DB00260	alr
DB00261	PDE3A
DB00262	GSR
DB00263	folP
DB00264	ADRB1
DB00264	ADRB2
DB00264	ADRB1
DB00264	ADRB2
DB00264	ADRB3
DB00266	VKORC1
DB00266	NQO1
DB00266	CRYZ
DB00267	ftsI
DB00267	pbpA
DB00268	DRD3
DB00268	DRD2
DB00268	DRD4
DB00268	ADRA1A
DB00268	ADRA1B
DB00268	ADRA1D
DB00268	ADRA2A
DB00268	ADRA2B
DB00268	ADRA2C
DB00269	ESR1
DB00270	CACNA1C
DB00270	CACNA2D1
DB00270	CACNB2
DB00270	CACNA1H
DB00270	CACNA2D2
DB00270	CACNA1D
DB00270	CACNA1S
DB00272	HRH2
DB00273	GABRA1
DB00273	SCN1A
DB00273	SCN10A
DB00273	SCN11A
DB00273	SCN2A
DB00273	SCN3A
DB00273	SCN4A
DB00273	SCN5A
DB00273	SCN7A
DB00273	SCN8A
DB00273	SCN9A
DB00273	GRIK1
DB00273	GRIK2
DB00273	GRIK3
DB00273	GRIK4
DB00273	GRIK5
DB00273	CA2
DB00273	CA4
DB00273	CACNA1C
DB00273	CACNA1D
DB00273	CACNA1F
DB00273	CACNA1S
DB00273	CACNB1
DB00273	CACNB2
DB00273	CACNB3
DB00273	CACNB4
DB00273	CA1
DB00273	CA3
DB00273	CACNA1E
DB00274	mecA
DB00274	mrcA
DB00274	mrcB
DB00274	ftsI
DB00274	dacA
DB00274	dacC
DB00275	AGTR1
DB00276	TOP2A
DB00276	KCNH2
DB00276	ORM1
DB00276	ALB
DB00277	ADORA1
DB00277	ADORA2A
DB00277	ADORA2B
DB00277	PDE4B
DB00277	PDE5A
DB00277	PDE4A
DB00277	PDE3A
DB00277	HDAC2
DB00277	CPNE1
DB00277	HM13
DB00277	NOMO1
DB00277	PARP1
DB00277	RIC3
DB00277	TTLL3
DB00278	F2
DB00279	THRA
DB00279	THRB
DB00279	PCNA
DB00280	SCN5A
DB00280	CHRM1
DB00280	CHRM2
DB00280	CHRM3
DB00280	KCND2
DB00280	KCND3
DB00280	KCNH2
DB00280	ORM2
DB00281	SCN10A
DB00281	SCN9A
DB00281	SCN5A
DB00281	EGFR
DB00281	SCN4A
DB00281	ORM1
DB00281	ORM2
DB00282	FDPS
DB00282	GGPS1
DB00282	CASP3
DB00282	CASP9
DB00283	HRH1
DB00284	MGAM
DB00284	SI
DB00284	AMY2A
DB00284	GAA
DB00285	SLC6A4
DB00285	SLC6A2
DB00285	SLC6A3
DB00286	ESR2
DB00286	ESR1
DB00287	PTGFR
DB00288	NR3C1
DB00288	ANXA1
DB00289	SLC6A2
DB00289	SLC6A4
DB00289	GRIN1
DB00289	GRIN2A
DB00289	GRIN2B
DB00289	GRIN2C
DB00289	GRIN2D
DB00289	GRIN3A
DB00289	GRIN3B
DB00289	KCNJ3
DB00289	OPRK1
DB00290	LIG1
DB00290	LIG3
DB00292	GABRA1
DB00292	ADRA2B
DB00292	GABRA1
DB00292	GABRA2
DB00292	GABRA3
DB00292	GABRA4
DB00292	GABRA5
DB00292	GABRA6
DB00292	GABRB1
DB00292	GABRB2
DB00292	GABRB3
DB00292	GABRD
DB00292	GABRE
DB00292	GABRG1
DB00292	GABRG2
DB00292	GABRG3
DB00292	GABRP
DB00292	GABRQ
DB00293	TYMS
DB00293	FPGS
DB00294	PGR
DB00295	OPRM1
DB00295	OPRK1
DB00295	OPRD1
DB00295	LY96
DB00296	SCN10A
DB00297	SCN10A
DB00297	PTGER1
DB00298	ADRA1A
DB00298	ADRA1D
DB00298	ADRA1B
DB00299	TK
DB00300	pol
DB00300	P
DB00301	pbpA
DB00302	PLG
DB00303	mrdA
DB00303	mrdA
DB00303	ftsI
DB00303	ftsI
DB00303	dacB
DB00303	mrcA
DB00303	mrcB
DB00303	dacC
DB00304	PGR
DB00304	ESR1
DB00306	GABRA2
DB00306	GABRA3
DB00306	GABRA4
DB00306	GABRA5
DB00306	GABRA6
DB00306	GABRA1
DB00306	GABRA2
DB00306	GABRA3
DB00306	GABRA4
DB00306	GABRA5
DB00306	GABRA6
DB00306	GABRB1
DB00306	GABRB2
DB00306	GABRB3
DB00306	GABRD
DB00306	GABRE
DB00306	GABRG1
DB00306	GABRG2
DB00306	GABRG3
DB00306	GABRP
DB00306	GABRQ
DB00306	GABRA1
DB00306	CHRNA4
DB00306	CHRNA7
DB00306	GRIA2
DB00306	GRIK2
DB00307	RXRA
DB00307	RXRB
DB00307	RXRG
DB00308	CACNA1C
DB00308	CACNB1
DB00308	KCNH2
DB00308	CACNA2D1
DB00308	CACNG1
DB00308	KCNK1
DB00308	KCNK6
DB00308	KCNH6
DB00308	KCNH7
DB00308	KCNJ11
DB00309	TUBB1
DB00310	CA1
DB00310	SLC12A1
DB00311	CA2
DB00311	CA4
DB00311	CA7
DB00311	CA1
DB00311	CA3
DB00312	GABRA1
DB00312	GABRA2
DB00312	GABRA3
DB00312	GABRA4
DB00312	GABRA5
DB00312	GABRA6
DB00312	GABRA1
DB00312	GABRA2
DB00312	GABRA3
DB00312	GABRA4
DB00312	GABRA5
DB00312	GABRA6
DB00312	GABRB1
DB00312	GABRB2
DB00312	GABRB3
DB00312	GABRD
DB00312	GABRE
DB00312	GABRG1
DB00312	GABRG2
DB00312	GABRG3
DB00312	GABRP
DB00312	GABRQ
DB00312	CHRNA4
DB00312	CHRNA7
DB00312	GRIA2
DB00312	GRIK2
DB00312	GRIN1
DB00312	GRIN2A
DB00312	GRIN2B
DB00312	GRIN2C
DB00312	GRIN2D
DB00312	GRIN3A
DB00312	GRIN3B
DB00312	NR1I2
DB00313	HDAC9
DB00313	ACADSB
DB00313	OGDH
DB00313	ALDH5A1
DB00313	SCN1A
DB00313	SCN10A
DB00313	SCN11A
DB00313	SCN2A
DB00313	SCN3A
DB00313	SCN4A
DB00313	SCN5A
DB00313	SCN7A
DB00313	SCN8A
DB00313	SCN9A
DB00313	SCN1B
DB00313	SCN2B
DB00313	SCN3B
DB00313	SCN4B
DB00313	HDAC2
DB00313	PPARA
DB00313	PPARD
DB00313	PPARG
DB00313	HDAC1
DB00313	HDAC10
DB00313	HDAC11
DB00313	HDAC2
DB00313	HDAC3
DB00313	HDAC4
DB00313	HDAC5
DB00313	HDAC6
DB00313	HDAC7
DB00313	HDAC8
DB00313	HDAC9
DB00313	CDKN1A
DB00313	HGF
DB00313	ODC1
DB00313	CD274
DB00314	tlyA
DB00315	HTR1B
DB00315	HTR1D
DB00315	HTR1F
DB00315	HTR1E
DB00315	HTR7
DB00315	HTR1A
DB00315	HTR2A
DB00315	HTR2B
DB00316	PTGS2
DB00316	PTGS1
DB00316	PTGES3
DB00316	TRPV1
DB00317	EGFR
DB00318	OPRM1
DB00318	OPRK1
DB00318	OPRD1
DB00319	pbp3
DB00319	penA
DB00319	pbp2a
DB00319	pbp1b
DB00320	HTR1B
DB00320	HTR1D
DB00320	HTR1F
DB00320	ADRA2A
DB00320	HTR1A
DB00320	HTR1E
DB00320	HTR2A
DB00320	HTR2B
DB00320	HTR2C
DB00320	ADRA1A
DB00320	ADRA1B
DB00320	ADRA1D
DB00320	ADRA2A
DB00320	ADRA2B
DB00320	ADRA2C
DB00320	DRD2
DB00320	DRD3
DB00320	DRD4
DB00320	HTR4
DB00320	ADRB3
DB00321	SLC6A2
DB00321	SLC6A4
DB00321	HTR2A
DB00321	HTR1A
DB00321	OPRD1
DB00321	OPRK1
DB00321	NTRK1
DB00321	NTRK2
DB00321	ADRA1A
DB00321	ADRA1D
DB00321	ADRA2A
DB00321	HRH1
DB00321	KCNQ2
DB00321	KCNA1
DB00321	HRH2
DB00321	HRH4
DB00321	SIGMAR1
DB00321	HTR2C
DB00321	ADRA1B
DB00321	HTR7
DB00321	HTR1D
DB00321	OPRM1
DB00321	HTR1B
DB00321	HTR6
DB00321	KCNQ3
DB00321	Htr2c
DB00321	CHRM1
DB00321	CHRM2
DB00321	CHRM3
DB00321	CHRM4
DB00321	CHRM5
DB00321	KCNH2
DB00321	KCNH6
DB00321	KCNH7
DB00322	TYMS
DB00323	COMT
DB00324	NR3C1
DB00325	NPR1
DB00327	OPRM1
DB00327	OPRD1
DB00327	OPRK1
DB00328	PTGS2
DB00328	PLA2G2A
DB00328	PTGS1
DB00328	PTGR2
DB00328	PPARG
DB00328	GLO1
DB00328	PTGDR2
DB00328	PPARA
DB00328	AKR1C3
DB00328	EIF2AK2
DB00328	PTGS1
DB00328	PTGS2
DB00330	embC
DB00330	embB
DB00330	embA
DB00331	ETFDH
DB00331	PRKAB1
DB00331	GPD1
DB00332	CHRM3
DB00332	CHRM1
DB00332	CHRM2
DB00333	OPRM1
DB00333	GRIN1
DB00333	GRIN2A
DB00333	GRIN2B
DB00333	GRIN2C
DB00333	GRIN2D
DB00333	GRIN3A
DB00333	GRIN3B
DB00333	OPRD1
DB00333	CHRNA7
DB00333	HTR3A
DB00333	CHRNA3
DB00333	CHRNA4
DB00333	CHRNB2
DB00334	HTR2A
DB00334	DRD2
DB00334	DRD1
DB00334	DRD5
DB00334	DRD3
DB00334	DRD4
DB00334	HTR2C
DB00334	HTR3A
DB00334	HTR6
DB00334	HRH1
DB00334	ADRA1A
DB00334	ADRA1B
DB00334	CHRM1
DB00334	CHRM2
DB00334	CHRM3
DB00334	CHRM4
DB00334	DRD1
DB00334	DRD5
DB00334	ADRB1
DB00334	ADRB2
DB00334	ADRB3
DB00334	HTR1A
DB00334	HTR1B
DB00334	HTR1D
DB00334	HTR1E
DB00334	HTR1F
DB00334	GABRA1
DB00334	GABRA2
DB00334	GABRA3
DB00334	GABRA5
DB00334	GABRG1
DB00334	GABRG2
DB00334	GABRG3
DB00335	ADRB1
DB00335	ADRB2
DB00336	gor
DB00337	MTOR
DB00337	FKBP1A
DB00338	ATP4A
DB00338	AHR
DB00339	fas
DB00341	HRH1
DB00342	HRH1
DB00342	CHRM3
DB00342	CHRM1
DB00342	CHRM5
DB00342	CHRM4
DB00342	CHRM2
DB00342	KCNH2
DB00343	CACNA1C
DB00343	CACNG1
DB00344	SLC6A2
DB00344	SLC6A4
DB00346	ADRA1A
DB00346	ADRA1B
DB00346	ADRA1D
DB00346	ADRA1A
DB00346	ADRA1B
DB00346	ADRA1D
DB00347	CACNA1G
DB00348	HPD
DB00349	GABRA1
DB00349	GABRA2
DB00349	GABRA3
DB00349	GABRA4
DB00349	GABRA5
DB00349	GABRA6
DB00349	GABRB1
DB00349	GABRB2
DB00349	GABRB3
DB00349	GABRD
DB00349	GABRE
DB00349	GABRG1
DB00349	GABRG2
DB00349	GABRG3
DB00349	GABRP
DB00349	GABRQ
DB00349	GABRA1
DB00349	GABRA2
DB00349	GABRA3
DB00349	GABRA5
DB00349	GABRG1
DB00349	GABRG2
DB00349	GABRG3
DB00350	KCNJ1
DB00350	REN
DB00350	PTGS1
DB00351	PGR
DB00351	NR3C1
DB00353	DRD1
DB00353	HTR2B
DB00354	HRH1
DB00354	CHRM1
DB00355	pbpC
DB00355	ampC
DB00355	bla
DB00356	KCNMA1
DB00357	CYP11A1
DB00357	CYP19A1
DB00358	ADORA2A
DB00360	PAH
DB00360	NOS3
DB00360	TH
DB00360	TPH1
DB00361	TUBB
DB00362	fksA
DB00363	DRD2
DB00363	HTR2A
DB00363	DRD1
DB00363	DRD3
DB00363	DRD4
DB00363	HTR1A
DB00363	HTR1B
DB00363	HTR1D
DB00363	HTR1E
DB00363	HTR3A
DB00363	HTR2C
DB00363	HTR6
DB00363	HTR7
DB00363	HRH1
DB00363	HRH4
DB00363	ADRA1A
DB00363	ADRA1B
DB00363	ADRA2A
DB00363	ADRA2B
DB00363	ADRA2C
DB00363	CHRM1
DB00363	CHRM2
DB00363	CHRM3
DB00363	CHRM4
DB00363	CHRM5
DB00363	CALY
DB00363	GSTP1
DB00364	PGA5
DB00364	FGF2
DB00364	EGF
DB00364	FGA
DB00364	FGB
DB00364	FGG
DB00365	gyrA
DB00365	parC
DB00366	HRH1
DB00366	NR1I3
DB00366	CHRM1
DB00366	CHRM2
DB00366	CHRM3
DB00366	CHRM4
DB00366	CHRM5
DB00367	PGR
DB00367	SRD5A1
DB00367	ESR1
DB00367	AR
DB00367	SHBG
DB00367	NR3C1
DB00368	ADRA1A
DB00368	ADRA1B
DB00368	ADRA1D
DB00368	ADRA2A
DB00368	ADRA2B
DB00368	ADRA2C
DB00368	ADRB1
DB00368	ADRB2
DB00368	ADRB3
DB00368	PAH
DB00368	SLC18A2
DB00368	SLC18A1
DB00369	UL54
DB00370	HTR2A
DB00370	ADRA2A
DB00370	ADRA1A
DB00370	ADRA1B
DB00370	ADRA1D
DB00370	HTR2C
DB00370	OPRK1
DB00370	HRH1
DB00371	GABRA1
DB00371	GABRA2
DB00371	GABRA3
DB00371	GABRA4
DB00371	GABRA5
DB00371	GABRA6
DB00371	GABRB1
DB00371	GABRB2
DB00371	GABRB3
DB00371	GABRD
DB00371	GABRE
DB00371	GABRG1
DB00371	GABRG2
DB00371	GABRG3
DB00371	GABRP
DB00371	GABRQ
DB00371	GABRA1
DB00371	GABRA2
DB00371	GABRA3
DB00371	GABRA4
DB00371	GABRA5
DB00371	GABRA6
DB00372	DRD2
DB00373	ADRB1
DB00373	ADRB2
DB00373	E
DB00374	PTGIR
DB00374	PTGER2
DB00374	PTGDR
DB00374	PPARD
DB00374	P2RY12
DB00376	CHRM1
DB00376	CHRM2
DB00376	CHRM3
DB00376	CHRM4
DB00376	CHRM5
DB00377	HTR3A
DB00378	PGR
DB00379	SCN5A
DB00379	AHR
DB00380	TOP2A
DB00380	TOP2B
DB00381	CACNA1C
DB00381	CACNA1I
DB00381	CACNA1B
DB00381	CACNB1
DB00381	CACNA2D3
DB00381	CA1
DB00381	SMPD1
DB00381	CACNA1B
DB00381	CACNA1B
DB00382	BCHE
DB00382	ACHE
DB00382	CES1
DB00383	CHRM3
DB00383	CHRM1
DB00383	CHRM2
DB00384	SCNN1G
DB00384	SCNN1A
DB00384	SCNN1B
DB00384	SCNN1D
DB00385	TOP2A
DB00387	CHRM3
DB00387	CHRM1
DB00387	CHRM2
DB00387	CHRM4
DB00388	ADRA1A
DB00388	ADRA1B
DB00388	ADRA1D
DB00389	TPO
DB00390	ATP1A1
DB00391	DRD2
DB00391	DRD3
DB00391	CA2
DB00391	CA3
DB00391	DRD4
DB00392	CHRM1
DB00392	GRIN3A
DB00392	CHRM2
DB00393	CACNA1C
DB00393	CACNA1D
DB00393	CACNA1F
DB00393	CACNA1S
DB00393	CACNB1
DB00393	CACNB2
DB00393	CACNB3
DB00393	CACNB4
DB00393	NR3C2
DB00393	AHR
DB00394	NR3C1
DB00395	GABRA1
DB00395	GABRB2
DB00395	GABRG2
DB00395	GABRA5
DB00395	GABRA3
DB00396	PGR
DB00396	NR3C2
DB00396	ESR1
DB00396	CYP17A1
DB00396	OPRK1
DB00396	ORM1
DB00396	NR3C1
DB00396	AR
DB00396	SHBG
DB00396	ESR2
DB00397	DRD1
DB00397	ADRB1
DB00397	ADRB2
DB00397	ADRA2A
DB00397	ADRA2B
DB00397	ADRA2C
DB00398	BRAF
DB00398	RAF1
DB00398	FLT4
DB00398	KDR
DB00398	FLT3
DB00398	PDGFRB
DB00398	KIT
DB00398	FGFR1
DB00398	RET
DB00398	FLT1
DB00399	GGPS1
DB00399	FDPS
DB00400	TUB2
DB00400	KRT12
DB00401	CACNA1C
DB00401	CACNA2D1
DB00401	CACNB2
DB00401	CACNA1D
DB00401	CACNA1S
DB00402	GABRA1
DB00402	GABRA1
DB00402	GABRA2
DB00402	GABRA3
DB00402	GABRA4
DB00402	GABRA5
DB00402	GABRA6
DB00402	GABRB1
DB00402	GABRB2
DB00402	GABRB3
DB00402	GABRD
DB00402	GABRE
DB00402	GABRG1
DB00402	GABRG2
DB00402	GABRG3
DB00402	GABRP
DB00402	GABRQ
DB00402	GABRA2
DB00402	GABRA3
DB00402	GABRA5
DB00403	CCKAR
DB00404	GABRA1
DB00404	GABRA2
DB00404	GABRA3
DB00404	GABRA4
DB00404	GABRA5
DB00404	GABRA6
DB00404	GABRB1
DB00404	GABRB2
DB00404	GABRB3
DB00404	GABRD
DB00404	GABRE
DB00404	GABRG1
DB00404	GABRG2
DB00404	GABRG3
DB00404	GABRP
DB00404	GABRQ
DB00404	GABRA1
DB00404	GABRA2
DB00404	GABRA3
DB00404	GABRA5
DB00404	GABRG1
DB00404	GABRG2
DB00404	GABRG3
DB00405	HRH1
DB00407	SERPINC1
DB00407	SERPIND1
DB00408	HTR2A
DB00408	DRD2
DB00408	HTR2C
DB00408	HTR1A
DB00408	HTR1B
DB00408	HTR1D
DB00408	HTR1E
DB00408	HTR3A
DB00408	HTR5A
DB00408	HTR6
DB00408	HTR7
DB00408	ADRA1A
DB00408	ADRA1B
DB00408	ADRA2A
DB00408	ADRA2B
DB00408	ADRA2C
DB00408	ADRB1
DB00408	CHRM1
DB00408	CHRM2
DB00408	CHRM3
DB00408	CHRM4
DB00408	CHRM5
DB00408	DRD1
DB00408	DRD5
DB00408	DRD3
DB00408	DRD4
DB00408	DRD5
DB00408	HRH1
DB00408	HRH2
DB00408	HRH4
DB00408	SLC6A4
DB00408	SLC6A2
DB00408	SLC6A3
DB00408	DRD1
DB00409	DRD2
DB00409	DRD4
DB00409	DRD3
DB00409	HTR2A
DB00409	SIGMAR1
DB00410	ileS
DB00411	CHRM1
DB00411	CHRM2
DB00411	CHRNA2
DB00411	CHRM3
DB00411	CHRM4
DB00412	PPARG
DB00412	ACSL4
DB00412	PPARA
DB00412	PPARD
DB00412	RXRA
DB00412	RXRB
DB00412	RXRG
DB00413	DRD3
DB00413	DRD2
DB00413	DRD4
DB00413	HTR1A
DB00413	ADRA2A
DB00414	KCNJ1
DB00415	pbp2a
DB00415	pbp1b
DB00415	pbp3
DB00415	pbpA
DB00415	penA
DB00415	SLC15A1
DB00415	SLC15A2
DB00415	TEK
DB00416	CHRNA2
DB00417	mecA
DB00417	pbpA
DB00417	dacB
DB00417	SLC15A1
DB00418	GABRA2
DB00418	GABRA3
DB00418	GABRA4
DB00418	GABRA5
DB00418	GABRA6
DB00418	GABRA1
DB00418	CHRNA4
DB00418	CHRNA7
DB00418	GRIA2
DB00418	GRIK2
DB00418	GRIN1
DB00418	GRIN2A
DB00418	GRIN2B
DB00418	GRIN2C
DB00418	GRIN2D
DB00418	GRIN3A
DB00418	GRIN3B
DB00419	UGCG
DB00420	DRD2
DB00420	HTR2A
DB00420	HTR2C
DB00420	ADRA1A
DB00420	CHRM1
DB00420	HRH1
DB00421	NR3C2
DB00421	AR
DB00421	PGR
DB00421	NR3C1
DB00421	CYP11B2
DB00421	CYP17A1
DB00421	SRD5A1
DB00421	SRD5A2
DB00421	SRD5A3
DB00421	SHBG
DB00421	CACNG1
DB00421	CACNG2
DB00421	CACNG3
DB00421	CACNG4
DB00421	CACNG5
DB00421	CACNG6
DB00421	CACNG7
DB00421	CACNG8
DB00421	CACNA2D1
DB00421	CACNA2D2
DB00421	CACNA2D3
DB00421	CACNA2D4
DB00421	CACNA1C
DB00421	CACNA1D
DB00421	CACNA1F
DB00421	CACNA1S
DB00421	CACNB1
DB00421	CACNB2
DB00421	CACNB3
DB00421	CACNB4
DB00421	CACNA1B
DB00421	CACNA1A
DB00421	CACNA1E
DB00421	CACNA1G
DB00421	CACNA1H
DB00421	CACNA1I
DB00421	NR1I2
DB00422	SLC6A3
DB00422	HTR1A
DB00422	SLC6A2
